StoreID,OrderTime,ArrivalTime,PickupTime,ObservedPrepTime,ReconstructedPrepTime,KitchenLoad,QueueLength,IdleTime
24,2026-02-18 03:34:31.780913,2026-02-18 03:44:47.943558,2026-02-18 03:46:41.433685,10.482294664600376,10.92836812783629,0.0,0,0.0
44,2026-03-02 14:29:43.294837,2026-03-02 14:41:55.300468,2026-03-02 14:43:25.720412,10.331995298258894,11.887910482184763,13.0,13,0.0
90,2026-02-28 13:23:28.145607,2026-02-28 13:34:18.704507,2026-02-28 13:36:53.583355,15.200299078180308,11.3856692037069,6.0,6,0.0
36,2026-03-04 23:07:34.624908,2026-03-04 23:23:40.528314,2026-03-04 23:26:50.244553,12.436679779230733,15.094585999804478,2.0,2,1.5830888128513436
37,2026-03-03 04:47:29.387391,2026-03-03 05:28:56.438438,2026-03-03 05:30:37.822433,41.51386230276245,42.47378023480661,22.0,22,30.726439026725025
12,2026-02-09 10:24:58.309409,2026-02-09 10:41:37.907196,2026-02-09 10:43:11.100785,19.855644364108194,13.97189546626462,8.0,8,6.35931129887803
85,2026-02-15 16:11:23.827323,2026-02-15 16:32:34.766210,2026-02-15 16:35:04.530064,26.208194533972446,22.515791226383516,24.0,24,7.114233847791898
7,2026-02-26 00:46:11.331237,2026-02-26 01:09:30.677803,2026-02-26 01:10:06.229977,24.018592573681,21.150316249362106,8.0,8,9.632845790805574
71,2026-02-08 16:53:44.404425,2026-02-08 17:09:31.391707,2026-02-08 17:12:21.309198,14.728510974243251,14.254109169244494,5.0,5,5.471353666970911
67,2026-03-03 00:31:17.382106,2026-03-03 00:54:15.400065,2026-03-03 00:56:20.732445,25.279555281964694,23.70599570327318,29.0,29,12.342871920906646
25,2026-02-12 18:08:23.416391,2026-02-12 18:27:58.051186,2026-02-12 18:29:51.820719,20.74478530376022,19.176145618501536,5.0,5,5.104743263761433
36,2026-02-21 10:51:32.992882,2026-02-21 11:08:50.153075,2026-02-21 11:10:08.051076,14.384670055219331,19.44113522784656,17.0,17,2.879222827338486
74,2026-02-09 15:14:05.679538,2026-02-09 15:25:50.958429,2026-02-09 15:29:26.307077,10.281157590732274,9.940964592639169,11.0,11,2.1488849570459987
28,2026-03-07 17:32:35.146822,2026-03-07 18:13:48.413733,2026-03-07 18:16:46.645162,42.30854456406251,42.078136453136786,26.0,26,32.082796612232364
46,2026-03-07 19:27:37.703484,2026-03-07 20:00:37.698266,2026-03-07 20:02:09.547727,38.4942893254165,34.76907320893537,18.0,18,18.088980122648827
49,2026-02-26 23:39:20.062105,2026-02-27 00:29:35.225586,2026-02-27 00:30:41.147957,51.08889378849591,46.57432778161033,24.0,24,40.33887518006898
55,2026-02-12 06:47:15.990885,2026-02-12 07:37:25.762456,2026-02-12 07:40:14.533844,52.58552640941832,51.54908808923034,30.0,30,39.51790566967153
85,2026-02-25 09:24:21.265159,2026-02-25 09:46:22.804976,2026-02-25 09:48:06.709192,21.251957117934637,16.808409791110435,18.0,18,8.206063181127758
50,2026-02-12 22:04:51.837679,2026-02-12 22:13:30.923355,2026-02-12 22:14:51.618238,12.677693439988873,4.7382459125445635,4.0,4,0.0
14,2026-02-17 16:50:56.174929,2026-02-17 17:07:44.956522,2026-02-17 17:11:48.103687,17.5340800239523,18.048055330138315,5.0,5,8.176011918360553
98,2026-02-28 01:49:04.175032,2026-02-28 02:35:50.112623,2026-02-28 02:38:28.856590,41.11397604840995,48.21856924305265,23.0,23,35.55019886048842
17,2026-02-24 00:22:33.290631,2026-02-24 00:39:02.706286,2026-02-24 00:39:40.410923,20.108006542608887,17.0536430228686,23.0,23,6.099318447685315
23,2026-03-07 01:03:31.830166,2026-03-07 01:41:13.105396,2026-03-07 01:42:58.986271,34.95153572574711,39.18359332842233,21.0,21,26.08126811152613
32,2026-03-05 16:12:44.160108,2026-03-05 16:48:27.950910,2026-03-05 16:49:58.632505,31.82503672618332,35.806110557113556,18.0,18,23.98888217728166
12,2026-03-04 11:35:41.123408,2026-03-04 11:54:09.146445,2026-03-04 11:55:57.313145,17.646221392068114,21.41343007307237,13.0,13,6.88545152774919
63,2026-02-27 17:11:21.605518,2026-02-27 17:27:36.257786,2026-02-27 17:28:22.574545,17.98271766970171,15.423284710545868,3.0,3,4.852543568714999
90,2026-02-15 16:58:45.256476,2026-02-15 17:13:03.180713,2026-02-15 17:16:10.355208,15.232487746157696,18.917058495209943,1.0,1,5.548533203148656
38,2026-02-22 19:35:37.631450,2026-02-22 20:17:57.533359,2026-02-22 20:20:09.934727,38.45859026363123,39.990939604751574,24.0,24,31.931210426377756
25,2026-02-17 21:00:13.431477,2026-02-17 21:23:20.248665,2026-02-17 21:26:43.702875,24.78054052370222,26.240335650613964,12.0,12,11.16241000714313
42,2026-03-02 03:51:53.579666,2026-03-02 04:30:38.771986,2026-03-02 04:32:27.116903,33.83922322975525,39.49807257534261,25.0,25,30.70046479495689
21,2026-03-06 04:56:09.401431,2026-03-06 05:13:53.477075,2026-03-06 05:16:20.561747,20.458209902766754,17.721408226584437,3.0,3,4.67432138468704
62,2026-02-10 14:23:04.160408,2026-02-10 14:39:14.464739,2026-02-10 14:40:25.577691,17.655438648653842,17.13261185265012,7.0,7,4.462858679958572
1,2026-02-20 10:19:26.208404,2026-02-20 10:33:19.457949,2026-02-20 10:36:33.960787,15.317976703301873,11.293122280815822,4.0,4,2.7076166147958443
5,2026-03-08 03:30:30.551076,2026-03-08 03:58:57.578216,2026-03-08 04:01:07.150220,26.637208891179522,28.130641635216914,12.0,12,14.495360105459476
60,2026-02-09 23:05:42.006088,2026-02-09 23:54:23.542094,2026-02-09 23:56:44.731551,44.96674521808354,48.96753450283175,23.0,23,40.35560426045153
93,2026-03-06 01:10:29.942707,2026-03-06 01:39:56.758005,2026-03-06 01:40:39.290542,30.8230521509146,30.42702124310989,13.0,13,15.09185872299995
89,2026-02-12 07:53:39.979620,2026-02-12 08:10:24.119182,2026-02-12 08:14:36.626214,17.622310727368568,17.79754592488562,7.0,7,5.664446646712735
97,2026-03-03 04:06:52.489761,2026-03-03 04:37:36.312447,2026-03-03 04:38:43.460628,35.027823845446086,32.55246118261839,22.0,22,17.8743548412652
15,2026-02-12 04:23:39.770712,2026-02-12 05:17:32.235655,2026-02-12 05:18:43.215569,55.08587739110412,52.237330059126,29.0,29,40.66679166705747
68,2026-02-21 04:16:40.545484,2026-02-21 05:01:55.779828,2026-02-21 05:02:25.779828,42.4118815952845,44.08476644129457,26.0,26,33.026200630603284
15,2026-02-14 23:14:48.585321,2026-02-14 23:37:57.307090,2026-02-14 23:41:31.362755,29.143314432070337,24.222510635698452,14.0,14,9.357771018657377
74,2026-02-28 12:49:25.039731,2026-02-28 13:20:22.922725,2026-02-28 13:22:25.737651,38.895431308613325,30.66044722891245,22.0,22,16.859849195808618
76,2026-03-07 01:15:15.768533,2026-03-07 01:34:23.239546,2026-03-07 01:37:43.964749,20.538921952444813,21.947553625749375,4.0,4,8.155602181920123
29,2026-03-07 01:40:08.919144,2026-03-07 02:01:42.247856,2026-03-07 02:03:34.243805,23.127336531143513,20.6733482903483,10.0,10,11.209097838298826
52,2026-02-14 19:11:58.107516,2026-02-14 19:23:34.179210,2026-02-14 19:24:16.474484,11.821148808618446,9.666253557441653,2.0,2,0.0
17,2026-02-21 09:25:12.250158,2026-02-21 09:48:16.102115,2026-02-21 09:50:06.669281,19.106764143435722,24.270857944207854,26.0,26,12.527441985225124
63,2026-03-02 11:45:08.688746,2026-03-02 12:16:17.485967,2026-03-02 12:18:21.039073,27.827042627671347,35.006660058771146,17.0,17,22.677085012177365
87,2026-02-25 10:24:53.030182,2026-02-25 10:54:57.252551,2026-02-25 10:55:27.252551,26.74905945468855,32.15324622204905,29.0,29,18.985033589921017
94,2026-02-22 02:13:50.543548,2026-02-22 02:22:17.745193,2026-02-22 02:24:00.083193,7.90155228606568,9.224053872663532,0.0,0,0.0
97,2026-03-10 02:52:18.021286,2026-03-10 03:30:25.883378,2026-03-10 03:31:48.441620,31.60806417425913,36.97525155026792,17.0,17,26.592479712776836
72,2026-03-07 02:44:28.845313,2026-03-07 03:02:50.816327,2026-03-07 03:05:16.035802,19.689088112200565,20.240891545733582,2.0,2,3.6276383367326357
37,2026-03-06 09:33:54.592147,2026-03-06 10:18:55.124900,2026-03-06 10:20:44.030772,41.255538485762045,46.39491974372831,22.0,22,31.286774282748866
20,2026-02-28 03:16:17.464470,2026-02-28 03:30:07.857923,2026-02-28 03:30:37.857923,9.600817843439742,15.709932984259456,2.0,2,2.7870051755178586
44,2026-03-03 11:27:38.874938,2026-03-03 11:41:03.159457,2026-03-03 11:43:12.177563,16.714647634720222,13.576083461663716,11.0,11,2.4282474573860213
81,2026-03-02 10:27:02.128011,2026-03-02 10:47:30.537457,2026-03-02 10:49:17.193774,16.872980779649073,18.90674864925408,12.0,12,6.169484660199201
98,2026-03-02 20:23:41.494914,2026-03-02 20:51:29.052639,2026-03-02 20:52:48.298124,31.870101638256788,27.56958412045678,17.0,17,16.31037449876588
76,2026-03-04 20:00:37.063728,2026-03-04 20:24:26.377144,2026-03-04 20:25:06.412476,21.072252800516736,24.88932425054929,20.0,20,12.361973323875157
10,2026-02-11 04:28:13.502568,2026-02-11 05:13:23.638677,2026-02-11 05:15:10.286189,42.20018597449448,45.389746891273106,27.0,27,36.691187209740065
11,2026-03-02 00:30:06.751366,2026-03-02 01:02:24.802742,2026-03-02 01:04:17.703337,32.69966481744125,33.08066460129815,16.0,16,23.35584731982473
56,2026-03-04 13:23:31.355623,2026-03-04 13:42:57.419756,2026-03-04 13:47:15.327888,20.13243128927467,18.714218330838847,19.0,19,9.023716091223653
40,2026-02-16 16:42:35.334022,2026-02-16 17:03:45.460206,2026-02-16 17:05:05.926301,20.941457247924184,20.707091304568824,10.0,10,7.516757966871214
49,2026-03-05 23:34:56.641132,2026-03-06 00:08:19.035654,2026-03-06 00:11:14.850855,37.231687403504424,34.580446806285806,22.0,22,20.91262097965869
72,2026-03-03 01:23:25.244044,2026-03-03 01:52:12.112593,2026-03-03 01:53:40.048192,27.633693437373108,28.936359137717158,14.0,14,13.785667992786538
26,2026-02-21 02:00:18.813384,2026-02-21 02:13:45.978679,2026-02-21 02:14:48.150228,15.299881166027497,13.158750971670381,13.0,13,0.0
95,2026-02-12 07:57:27.420512,2026-02-12 08:26:24.635872,2026-02-12 08:26:54.635872,32.84580767983847,30.306971345334386,17.0,17,17.586156148341992
3,2026-02-17 19:24:45.335985,2026-02-17 19:55:01.979626,2026-02-17 19:57:31.090132,31.23083920646735,33.34098864365105,22.0,22,17.112403641234266
33,2026-02-11 20:12:46.137066,2026-02-11 20:48:48.470990,2026-02-11 20:50:38.156188,35.97925390465502,37.00025450963547,29.0,29,27.548690795289318
46,2026-02-27 17:58:20.946161,2026-02-27 18:21:22.529083,2026-02-27 18:21:52.529083,21.075269192862216,22.00981851663473,28.0,28,14.384486679292287
84,2026-02-16 16:06:27.368883,2026-02-16 16:18:51.003130,2026-02-16 16:22:27.841319,11.03691962173753,13.39471325893879,2.0,2,2.4530445987636167
53,2026-02-08 23:28:15.007067,2026-02-08 23:50:47.036975,2026-02-08 23:52:50.055366,24.939403794110387,22.944840475618243,16.0,16,8.344438951069366
88,2026-02-24 09:38:47.578852,2026-02-24 10:20:55.067261,2026-02-24 10:23:30.905623,40.1465665842715,41.41024026717046,24.0,24,28.310309194370134
74,2026-03-09 05:52:43.245502,2026-03-09 06:04:26.355597,2026-03-09 06:05:52.110819,15.28555118461272,13.849257963274846,8.0,8,0.0
88,2026-02-11 15:37:20.447701,2026-02-11 15:55:37.329534,2026-02-11 15:57:47.211404,21.09487879583035,17.02119877325541,12.0,12,4.139137852717756
67,2026-03-02 08:55:35.462513,2026-03-02 09:13:20.683515,2026-03-02 09:17:21.295787,18.75705373944302,18.74149977849119,2.0,2,9.144776050102074
88,2026-03-03 10:52:05.491703,2026-03-03 11:35:17.624621,2026-03-03 11:36:13.975013,43.177381071091055,44.24435684101101,26.0,26,34.6692992783091
81,2026-03-08 07:24:55.806486,2026-03-08 08:07:02.674336,2026-03-08 08:10:53.476776,45.246946790410185,43.13730139364243,29.0,29,32.24526626801702
6,2026-02-22 12:45:15.217531,2026-02-22 13:35:37.846025,2026-02-22 13:38:29.292781,52.52216261103075,51.130766517907865,27.0,27,37.61615616730522
63,2026-02-17 21:04:58.306160,2026-02-17 21:24:08.210513,2026-02-17 21:25:19.194373,19.60521360776811,20.974835998230677,4.0,4,10.039753276129986
100,2026-02-21 14:17:14.649548,2026-02-21 14:28:41.760908,2026-02-21 14:30:47.158277,6.9836768229816375,11.488819149572432,11.0,11,1.6332309344804372
60,2026-03-09 22:43:01.465450,2026-03-09 22:58:26.899429,2026-03-09 23:00:43.640721,20.156259493675137,15.280956355804287,15.0,15,2.9955464024470793
94,2026-02-15 15:18:10.739170,2026-02-15 15:52:26.477983,2026-02-15 15:54:36.956339,33.04831608243936,33.717877633907435,19.0,19,22.187120331126582
65,2026-03-09 05:24:07.608823,2026-03-09 06:00:35.963138,2026-03-09 06:02:32.018122,37.60420754403613,38.82085796269408,17.0,17,23.68950428259703
26,2026-03-05 19:13:01.204446,2026-03-05 19:23:49.833699,2026-03-05 19:26:49.072233,10.277266586364616,11.783442052908276,3.0,3,1.2651002613055127
2,2026-02-15 14:56:37.756313,2026-02-15 15:12:44.679816,2026-02-15 15:13:40.474730,15.817864126584698,18.885347211994347,10.0,10,5.332230932183288
57,2026-02-25 10:57:19.996282,2026-02-25 11:45:24.952294,2026-02-25 11:47:11.188138,46.075236955020536,48.1939095190587,25.0,25,37.502915792292136
15,2026-02-24 08:21:23.589373,2026-02-24 08:47:06.019539,2026-02-24 08:49:32.882053,27.07742908485454,26.561820347741495,27.0,27,12.380001490792198
3,2026-02-14 20:08:34.957682,2026-02-14 20:56:43.188527,2026-02-14 20:58:40.202536,49.6113944464637,46.59110449120292,23.0,23,39.26088019998735
84,2026-02-25 22:15:52.824459,2026-02-25 22:37:01.321128,2026-02-25 22:40:59.240779,24.60536399978311,18.961471408293388,24.0,24,6.25115130238467
81,2026-03-10 14:47:31.189899,2026-03-10 15:12:23.656642,2026-03-10 15:14:49.184096,27.155689682309504,26.05314595185286,17.0,17,11.415488791623162
8,2026-02-16 13:25:55.956186,2026-02-16 13:41:41.486380,2026-02-16 13:45:28.383885,15.69102729902649,16.546169735356877,8.0,8,7.690440635426665
97,2026-02-23 10:02:10.795311,2026-02-23 10:14:31.440086,2026-02-23 10:15:32.714087,15.569452411038437,13.292253737289137,12.0,12,0.0
44,2026-03-07 06:20:03.624804,2026-03-07 06:38:31.005914,2026-03-07 06:41:22.673574,22.605786843370744,16.155728752189166,2.0,2,3.909939133657703
72,2026-02-16 19:30:48.406068,2026-02-16 20:16:18.035098,2026-02-16 20:19:28.369453,44.878053282439566,48.72764453451852,29.0,29,32.00698929734979
3,2026-03-09 15:37:06.842409,2026-03-09 15:49:27.597209,2026-03-09 15:52:35.356675,10.758018627194742,13.27394316160526,13.0,13,0.8585433246614294
82,2026-03-09 18:11:57.042682,2026-03-09 18:32:56.243380,2026-03-09 18:33:54.875826,21.346772283117367,21.906955262058208,4.0,4,12.481289440108354
63,2026-03-04 02:09:01.050061,2026-03-04 02:45:31.527914,2026-03-04 02:46:37.431869,39.12743987080396,33.71146693248287,16.0,16,25.910692884054292
20,2026-02-23 08:22:11.941547,2026-02-23 08:54:05.151895,2026-02-23 08:56:02.841387,30.510186342878065,33.50486038163183,18.0,18,17.581926083406074
6,2026-02-18 09:28:46.516051,2026-02-18 10:18:44.450670,2026-02-18 10:21:31.071636,46.204152288017866,52.030782228716035,25.0,25,41.04460319350682
8,2026-02-26 06:37:46.741155,2026-02-26 06:51:46.007301,2026-02-26 06:53:23.770441,17.50595616034032,14.803169334453877,9.0,9,2.8706323175435706
89,2026-02-19 01:31:26.091406,2026-02-19 01:53:18.497715,2026-02-19 01:55:39.287948,25.35591883936043,21.171886675257035,16.0,16,7.08469116167506
47,2026-03-03 02:43:23.418270,2026-03-03 03:02:03.458522,2026-03-03 03:05:17.479737,19.429859211772385,18.27846187116344,21.0,21,8.926337626920368
43,2026-02-10 07:51:24.584777,2026-02-10 08:11:47.058416,2026-02-10 08:14:12.860915,26.604804604402993,20.947463832067797,21.0,21,8.277080102943204
79,2026-02-21 18:04:43.649462,2026-02-21 18:27:05.916893,2026-02-21 18:28:03.819601,20.30849349825973,22.17474989312388,19.0,19,7.83399872958317
69,2026-03-07 08:28:58.675578,2026-03-07 08:43:30.567672,2026-03-07 08:44:00.567672,15.571000322600327,16.028550059695828,11.0,11,3.1096088331079077
44,2026-02-22 22:39:47.963323,2026-02-22 23:10:22.211312,2026-02-22 23:11:43.168500,32.503604290378505,30.98565354074299,29.0,29,19.464548276718602
5,2026-02-09 21:09:37.566593,2026-02-09 21:23:09.460901,2026-02-09 21:25:06.003773,14.626454809023354,17.136695179482093,0.0,0,0.0
76,2026-03-06 20:21:58.293859,2026-03-06 20:37:54.298113,2026-03-06 20:38:45.517389,12.50438949894194,18.383551535585035,3.0,3,7.187253024977455
92,2026-03-05 15:41:29.964060,2026-03-05 16:41:35.490657,2026-03-05 16:45:01.601550,59.33496981173735,60.60300997078049,30.0,30,46.92296547737142
68,2026-02-18 18:09:52.359296,2026-02-18 18:25:38.926141,2026-02-18 18:29:01.468550,17.879632309109155,15.329768827136471,3.0,3,2.0512745689513086
88,2026-03-01 11:34:25.830912,2026-03-01 11:57:53.404051,2026-03-01 12:01:26.557760,18.52833016680756,22.131807065071964,20.0,20,12.318696955214019
49,2026-02-22 05:20:12.785417,2026-02-22 05:30:27.182658,2026-02-22 05:34:42.328806,13.269405284690926,9.207728498896438,5.0,5,0.0
26,2026-02-09 15:30:03.354458,2026-02-09 15:48:20.875191,2026-02-09 15:48:50.875191,13.693624652999135,20.46008924416057,27.0,27,6.556794382698023
15,2026-02-26 15:46:06.731616,2026-02-26 16:14:53.277177,2026-02-26 16:16:49.521589,29.619333614904264,28.932060998923948,13.0,13,20.35388761096921
21,2026-02-24 11:12:58.271338,2026-02-24 11:34:46.540009,2026-02-24 11:36:09.493212,18.851660719146217,23.260828942925194,13.0,13,10.030348908296949
16,2026-03-07 15:08:35.838206,2026-03-07 15:16:06.820803,2026-03-07 15:17:08.720136,6.842477164539488,8.34145476306739,1.0,1,0.0
13,2026-03-05 04:54:34.341269,2026-03-05 05:23:43.193214,2026-03-05 05:25:47.014518,28.922099912981817,28.27908753062061,16.0,16,16.71547278425371
13,2026-02-20 04:04:35.285963,2026-02-20 04:39:04.025110,2026-02-20 04:39:59.139932,37.961033274213825,33.78456218898441,21.0,21,20.137748053608124
24,2026-02-28 04:44:57.209808,2026-02-28 04:56:52.502589,2026-02-28 04:59:26.690218,13.294174260275584,13.46480379480056,4.0,4,0.0
74,2026-02-24 21:32:46.246769,2026-02-24 21:50:20.170468,2026-02-24 21:52:28.825469,20.845207705419885,15.597634796793841,14.0,14,7.379492486698522
35,2026-02-20 06:40:08.643292,2026-02-20 06:53:58.665160,2026-02-20 06:55:17.212335,14.324417814647441,13.181459165016111,9.0,9,1.6543693896116363
18,2026-02-26 11:30:40.347656,2026-02-26 11:50:39.281469,2026-02-26 11:52:22.873614,23.594434265062446,21.0041744700385,6.0,6,6.573871116262113
36,2026-03-07 13:45:46.766806,2026-03-07 13:55:09.392098,2026-03-07 13:59:14.188853,5.710374816498808,7.84343513840685,2.0,2,0.0
60,2026-02-14 19:01:54.249197,2026-02-14 19:26:43.692803,2026-02-14 19:27:13.692803,27.435788740142968,24.45429705386903,20.0,20,15.491786052966768
2,2026-02-08 13:13:58.911081,2026-02-08 13:50:54.793538,2026-02-08 13:53:04.479930,35.04458760989575,35.6939217180631,16.0,16,22.199714131778137
93,2026-02-18 03:16:17.693681,2026-02-18 03:40:16.858899,2026-02-18 03:42:39.875617,23.085805083109065,23.956058617804576,15.0,15,13.308403005113162
23,2026-02-26 21:43:55.444078,2026-02-26 22:00:29.477574,2026-02-26 22:02:45.880155,18.935171761326643,15.594231045189538,4.0,4,6.767894060738284
72,2026-02-16 06:02:15.666512,2026-02-16 06:27:08.475795,2026-02-16 06:27:38.475795,23.656685457162396,23.145030209863943,15.0,15,14.455902335245003
73,2026-02-22 22:05:21.074112,2026-02-22 22:42:40.842773,2026-02-22 22:45:31.152219,44.808476236517926,37.320371316909714,29.0,29,22.384371580456367
12,2026-02-11 00:04:34.188329,2026-02-11 00:35:23.850951,2026-02-11 00:37:49.888996,36.83354826059073,29.773116013180093,17.0,17,21.343832923866138
14,2026-03-08 04:57:50.772367,2026-03-08 05:05:45.010815,2026-03-08 05:10:22.763573,8.26465103615686,6.820702173963761,1.0,1,0.0
95,2026-02-23 19:39:46.294100,2026-02-23 20:21:16.067419,2026-02-23 20:24:15.936182,41.14935564317975,42.26164050385023,21.0,21,32.643888610175196
21,2026-03-10 03:04:08.211323,2026-03-10 03:11:15.859983,2026-03-10 03:13:24.383040,8.032563075825259,8.113757082230949,3.0,3,0.0
93,2026-03-07 05:26:20.786342,2026-03-07 05:44:21.728576,2026-03-07 05:44:51.728576,21.785012927168193,19.73168577893587,28.0,28,8.673226710989601
89,2026-03-08 07:08:34.033802,2026-03-08 07:50:30.579058,2026-03-08 07:53:21.846696,36.71947536466688,40.878731359419135,28.0,28,32.69805622181327
16,2026-03-08 15:49:16.628950,2026-03-08 16:00:12.402553,2026-03-08 16:01:10.728387,8.824544317783596,11.665514379989895,6.0,6,0.0
50,2026-03-06 05:30:27.140887,2026-03-06 06:15:50.499760,2026-03-06 06:17:46.008557,38.867850781187755,43.41388118874656,29.0,29,34.67976322754242
5,2026-03-10 06:58:02.298776,2026-03-10 07:31:29.650837,2026-03-10 07:34:04.414791,37.55883967172666,31.965683338231198,26.0,26,21.123230326262163
