order_id,restaurant_id,order_time,queue_length,orders_last_10min,rider_arrival_time,handover_delay,pickup_time,packed_time,actual_prep_time
ORD_000021,89,2026-02-18 21:31:55.533691,13,17,2026-02-18 21:38:41.379343,2.8236291837523635,2026-02-18 21:54:29.823566,2026-02-18 21:51:40.405815,19.74786873745029
ORD_000022,8,2026-02-25 02:54:46.461215,0,47,2026-02-25 03:01:53.077440,4.484137076527063,2026-02-25 03:02:56.870139,2026-02-25 02:58:27.821914,3.689344979889416
ORD_000023,54,2026-02-26 14:30:21.358266,20,29,2026-02-26 14:39:47.521541,5.2485720516114185,2026-02-26 15:06:27.738166,2026-02-26 15:01:12.823843,30.85775962411409
ORD_000024,64,2026-02-18 12:40:48.181011,13,5,2026-02-18 12:55:19.804593,6.5367896851485465,2026-02-18 13:00:38.596276,2026-02-18 12:54:06.388895,13.303464738389179
ORD_000025,97,2026-02-01 13:16:31.345353,0,2,2026-02-01 13:19:47.143018,3.472903370221878,2026-02-01 13:26:11.349090,2026-02-01 13:22:42.974888,6.193825585132826
ORD_000026,32,2026-02-19 11:31:12.704831,9,1,2026-02-19 11:37:03.982743,3.747190282949964,2026-02-19 11:54:32.819903,2026-02-19 11:50:47.988486,19.58806091386028
ORD_000027,26,2026-02-24 03:46:50.594653,12,6,2026-02-24 04:00:24.798820,5.877271982996461,2026-02-24 04:18:28.164149,2026-02-24 04:12:35.527830,25.74888627698147
ORD_000028,87,2026-01-31 09:27:58.226987,18,24,2026-01-31 09:30:28.518080,3.871459126099117,2026-01-31 10:04:35.395225,2026-01-31 10:00:43.107677,32.74801150590747
ORD_000029,15,2026-02-09 22:04:33.798150,0,7,2026-02-09 22:11:57.392430,1.3149561794654183,2026-02-09 22:13:16.049591,2026-02-09 22:11:57.152220,7.389234502058782
ORD_000030,55,2026-02-03 06:29:22.047348,17,41,2026-02-03 06:31:41.820928,2.179259345823798,2026-02-03 06:59:17.439920,2026-02-03 06:57:06.684359,27.743950187335823
ORD_000031,62,2026-02-24 18:17:54.271093,20,0,2026-02-24 18:28:29.225047,5.052270037212987,2026-02-24 18:42:35.252086,2026-02-24 18:37:32.115884,19.630746518650184
ORD_000032,1,2026-02-28 08:54:06.728401,4,21,2026-02-28 09:00:33.394541,1.9951438073377874,2026-02-28 09:04:34.871914,2026-02-28 09:02:35.163286,8.473914757686611
ORD_000033,92,2026-01-31 09:47:19.443960,13,4,2026-01-31 09:54:57.848246,2.480613658972916,2026-01-31 09:58:27.891493,2026-01-31 09:55:59.054673,8.6601785537615
ORD_000034,23,2026-02-01 09:04:16.550047,3,33,2026-02-01 09:15:10.041787,3.8354774344960765,2026-02-01 09:15:57.919231,2026-02-01 09:12:07.790585,7.854008959969076
ORD_000035,16,2026-02-01 17:55:00.846218,16,27,2026-02-01 18:02:58.283473,5.813423254608145,2026-02-01 18:28:00.320081,2026-02-01 18:22:11.514686,27.17780780418932
ORD_000036,51,2026-02-24 05:34:20.335944,0,32,2026-02-24 05:36:50.727187,2.1593473087136625,2026-02-24 05:42:59.372776,2026-02-24 05:40:49.811937,6.491266542329873
ORD_000037,35,2026-02-09 17:44:44.588007,9,25,2026-02-09 17:58:55.173565,3.273303849126288,2026-02-09 18:05:28.102264,2026-02-09 18:02:11.704033,17.451933772915837
ORD_000038,36,2026-02-12 11:49:56.701177,3,9,2026-02-12 11:55:11.714007,2.074739131203099,2026-02-12 12:05:33.858896,2026-02-12 12:03:29.374548,13.544556181575471
ORD_000039,96,2026-02-10 03:24:21.836587,4,11,2026-02-10 03:32:55.933438,5.1410231547044996,2026-02-10 03:40:50.255398,2026-02-10 03:35:41.794009,11.33262370249849
ORD_000040,89,2026-02-09 11:37:03.400132,16,35,2026-02-09 11:51:24.873707,6.093700526749031,2026-02-09 12:10:08.915301,2026-02-09 12:04:03.293269,26.998218955532625
ORD_000041,83,2026-02-13 20:39:59.905391,4,34,2026-02-13 20:54:39.818994,5.248373693560148,2026-02-13 20:56:47.318159,2026-02-13 20:51:32.415737,11.541839102427506
ORD_000042,14,2026-02-15 21:56:48.725621,10,10,2026-02-15 21:59:54.328930,3.083431098541155,2026-02-15 22:13:08.307562,2026-02-15 22:10:03.301696,13.242934585617238
ORD_000043,13,2026-02-06 01:27:50.400072,1,4,2026-02-06 01:32:55.014523,4.740182500364637,2026-02-06 01:43:00.085653,2026-02-06 01:38:15.674703,10.421243842247096
ORD_000044,71,2026-03-01 07:41:28.259954,5,30,2026-03-01 07:49:07.132393,3.2369892093636494,2026-03-01 07:54:28.054704,2026-03-01 07:51:13.835351,9.759589955951707
ORD_000045,45,2026-01-30 19:06:42.554024,19,27,2026-01-30 19:13:54.727880,4.4166968977044165,2026-01-30 19:46:46.515834,2026-01-30 19:42:21.514020,35.64933326975688
ORD_000046,25,2026-02-25 06:26:49.248034,5,43,2026-02-25 06:40:46.158292,5.146652762179385,2026-02-25 06:46:36.130836,2026-02-25 06:41:27.331670,14.634727261217519
ORD_000047,36,2026-02-16 13:43:39.671565,17,46,2026-02-16 13:57:22.574813,4.653583466248376,2026-02-16 14:21:05.751722,2026-02-16 14:16:26.536714,32.781085818437916
ORD_000048,57,2026-02-27 09:40:52.768925,15,7,2026-02-27 09:47:55.618265,4.8418116823001665,2026-02-27 09:59:49.247120,2026-02-27 09:54:58.738419,14.099491566733064
ORD_000049,60,2026-02-16 13:47:14.541870,8,35,2026-02-16 13:58:08.632185,5.236418308230446,2026-02-16 14:08:10.183032,2026-02-16 14:02:55.997934,15.690934400427537
ORD_000050,29,2026-02-03 01:24:41.184696,5,17,2026-02-03 01:32:01.963687,2.677916277020316,2026-02-03 01:40:08.246188,2026-02-03 01:37:27.571211,12.773108578431664
ORD_000051,65,2026-02-14 09:12:09.594294,10,20,2026-02-14 09:14:38.315351,2.870304424228131,2026-02-14 09:33:13.519748,2026-02-14 09:30:21.301483,18.195119813689384
ORD_000052,1,2026-01-30 11:20:30.382965,16,4,2026-01-30 11:33:33.107930,6.5352921600786855,2026-01-30 12:04:01.135159,2026-01-30 11:57:29.017629,36.97724440548093
ORD_000053,17,2026-02-06 10:11:29.429100,0,50,2026-02-06 10:16:58.993636,1.434790514789794,2026-02-06 10:19:58.249919,2026-02-06 10:18:32.162488,7.045556470837865
ORD_000054,39,2026-02-19 15:42:33.935654,2,49,2026-02-19 15:46:18.467532,2.896975531103664,2026-02-19 15:58:52.827038,2026-02-19 15:55:59.008506,13.417880872245828
ORD_000055,47,2026-02-12 09:18:25.703624,13,1,2026-02-12 09:28:42.286195,4.757137762817243,2026-02-12 09:50:51.476742,2026-02-12 09:46:06.048476,27.672414196285963
ORD_000056,79,2026-02-13 00:22:15.936409,19,37,2026-02-13 00:34:37.184394,4.748625741356907,2026-02-13 01:01:30.473264,2026-02-13 00:56:45.555720,34.493655184349954
ORD_000057,10,2026-02-27 06:38:35.599460,19,23,2026-02-27 06:45:02.018764,4.917471636445866,2026-02-27 07:07:44.358029,2026-02-27 07:02:49.309731,24.228504523731416
ORD_000058,23,2026-02-02 23:31:40.834617,15,7,2026-02-02 23:46:19.860689,4.443284848503217,2026-02-03 00:01:57.957036,2026-02-02 23:57:31.359945,25.842088798948318
ORD_000059,61,2026-02-04 19:07:05.812516,4,17,2026-02-04 19:15:38.477987,2.7613130322356554,2026-02-04 19:16:05.460252,2026-02-04 19:13:19.781470,6.232815893801732
ORD_000060,45,2026-02-08 17:26:38.060020,14,21,2026-02-08 17:31:01.986415,5.082856900266857,2026-02-08 17:58:03.527700,2026-02-08 17:52:58.556286,26.341604426440256
ORD_000061,79,2026-02-16 00:12:41.789705,13,25,2026-02-16 00:16:25.620909,2.954673570958952,2026-02-16 00:37:21.093713,2026-02-16 00:34:23.813299,21.700393238129884
ORD_000062,3,2026-02-26 08:31:06.681603,14,44,2026-02-26 08:35:28.863028,5.236246110726164,2026-02-26 08:55:53.954442,2026-02-26 08:50:39.779675,19.551634534247516
ORD_000063,39,2026-02-08 20:39:39.932315,11,24,2026-02-08 20:42:47.730140,4.420585926383891,2026-02-08 21:07:40.736394,2026-02-08 21:03:15.501238,23.59281538588684
ORD_000064,86,2026-02-17 08:06:19.775799,16,43,2026-02-17 08:12:57.531245,4.228288573669699,2026-02-17 08:31:31.659906,2026-02-17 08:27:17.962592,20.96977987861454
ORD_000065,70,2026-02-17 09:32:26.353898,20,5,2026-02-17 09:47:06.906285,3.0938020557331507,2026-02-17 10:03:42.658932,2026-02-17 10:00:37.030809,28.177948523501673
ORD_000066,94,2026-02-04 18:46:33.028036,1,14,2026-02-04 18:57:47.570969,5.219259567088178,2026-02-04 18:59:33.596712,2026-02-04 18:54:20.441138,7.79021836850573
ORD_000067,84,2026-02-14 10:59:11.929750,14,0,2026-02-14 11:08:07.349507,4.458431740270901,2026-02-14 11:20:28.374324,2026-02-14 11:16:00.868420,16.81564450039198
ORD_000068,33,2026-02-10 12:26:15.788192,4,22,2026-02-10 12:28:17.902694,2.085752310683918,2026-02-10 12:37:44.115526,2026-02-10 12:35:38.970387,9.38636991749596
ORD_000069,9,2026-02-17 07:52:01.425665,2,29,2026-02-17 08:04:00.959425,5.684264825730229,2026-02-17 08:04:49.409588,2026-02-17 07:59:08.353698,7.115467221143547
ORD_000070,99,2026-02-01 17:21:12.776432,7,10,2026-02-01 17:31:51.630264,4.798770370392357,2026-02-01 17:39:15.748901,2026-02-01 17:34:27.822679,13.250770778332983
ORD_000071,26,2026-02-26 12:56:30.022188,9,24,2026-02-26 13:05:31.051416,4.544181402216927,2026-02-26 13:19:07.923914,2026-02-26 13:14:35.273030,18.087514033471894
ORD_000072,63,2026-02-14 07:13:16.055299,0,46,2026-02-14 07:21:04.184173,1.8530247597769396,2026-02-14 07:22:30.677898,2026-02-14 07:20:39.496412,7.390685223083189
ORD_000073,72,2026-02-19 23:10:03.203372,14,28,2026-02-19 23:13:54.843201,6.019235236727835,2026-02-19 23:42:35.190158,2026-02-19 23:36:34.036044,26.51387786874668
ORD_000074,68,2026-02-16 20:18:32.120953,9,32,2026-02-16 20:27:03.905864,3.217574187874046,2026-02-16 20:35:02.219000,2026-02-16 20:31:49.164549,13.28405992532701
ORD_000075,8,2026-02-03 17:07:54.919555,11,44,2026-02-03 17:14:24.562430,4.045594141906844,2026-02-03 17:33:56.435791,2026-02-03 17:29:53.700142,21.979676450916042
ORD_000076,11,2026-02-28 02:26:37.590649,5,7,2026-02-28 02:29:56.210439,2.1627926577637573,2026-02-28 02:41:22.246430,2026-02-28 02:39:12.478871,12.581470367352377
ORD_000077,97,2026-01-31 09:39:34.729515,11,43,2026-01-31 09:49:04.234436,2.931214504313782,2026-01-31 10:03:55.955208,2026-01-31 10:01:00.082338,21.422547054557736
ORD_000078,9,2026-02-12 10:44:17.109293,7,40,2026-02-12 10:46:59.823371,3.557987149034418,2026-02-12 11:09:12.254544,2026-02-12 11:05:38.775315,21.36110036783778
ORD_000079,9,2026-02-05 22:36:49.537014,8,34,2026-02-05 22:48:24.787988,3.5018828143252456,2026-02-05 22:55:09.464932,2026-02-05 22:51:39.351963,14.830249148565326
ORD_000080,17,2026-02-16 15:10:00.416590,18,23,2026-02-16 15:14:46.307602,4.133332662069639,2026-02-16 15:32:34.264109,2026-02-16 15:28:26.264149,18.43079265181977
ORD_000081,49,2026-02-05 06:56:27.328875,16,19,2026-02-05 06:59:19.648527,5.06066805975686,2026-02-05 07:17:57.375772,2026-02-05 07:12:53.735688,16.440113543007772
ORD_000082,87,2026-02-12 14:10:19.636659,16,44,2026-02-12 14:19:11.201889,5.806707929882352,2026-02-12 14:41:06.370854,2026-02-12 14:35:17.968378,24.97219531098105
ORD_000083,92,2026-02-13 22:00:03.421918,18,3,2026-02-13 22:10:25.741562,4.1468610730400455,2026-02-13 22:34:19.555136,2026-02-13 22:30:10.743472,30.122025897194742
ORD_000084,97,2026-01-30 21:42:54.645603,17,6,2026-01-30 21:45:10.019822,5.023413399420971,2026-01-30 22:03:46.829090,2026-01-30 21:58:45.424286,15.846311375190918
ORD_000085,54,2026-02-09 17:37:52.616617,18,32,2026-02-09 17:52:09.256203,6.860759567811759,2026-02-09 18:16:59.733449,2026-02-09 18:10:08.087875,32.257854296328375
ORD_000086,54,2026-02-05 10:18:48.884931,15,17,2026-02-05 10:32:25.168866,3.5601414141773398,2026-02-05 10:36:52.487633,2026-02-05 10:33:18.879148,14.499903624854937
ORD_000087,47,2026-02-18 01:34:41.651921,1,2,2026-02-18 01:42:21.830614,4.1855858144001035,2026-02-18 01:45:02.307849,2026-02-18 01:40:51.172700,6.158679648404349
ORD_000088,44,2026-02-06 13:07:33.792042,11,23,2026-02-06 13:15:51.919168,2.995250321011632,2026-02-06 13:27:48.804240,2026-02-06 13:24:49.089221,17.25495299025257
ORD_000089,81,2026-02-07 14:08:10.538991,12,24,2026-02-07 14:10:24.883719,3.339638017204502,2026-02-07 14:22:54.006265,2026-02-07 14:19:33.627984,11.384816556525251
ORD_000090,18,2026-02-15 16:36:25.401007,8,37,2026-02-15 16:40:14.615467,2.2158905401821296,2026-02-15 16:54:50.340173,2026-02-15 16:52:37.386741,16.199762236463947
ORD_000091,27,2026-02-26 20:40:34.049691,7,33,2026-02-26 20:43:10.683145,3.1358823377634995,2026-02-26 20:56:10.768185,2026-02-26 20:53:02.615245,12.476092561328766
ORD_000092,54,2026-02-21 05:03:38.566005,3,50,2026-02-21 05:09:30.320943,3.500341317928815,2026-02-21 05:14:11.476438,2026-02-21 05:10:41.455959,7.048165898310725
ORD_000093,99,2026-02-27 20:42:35.351124,4,32,2026-02-27 20:57:00.435448,4.6453233891758225,2026-02-27 20:58:18.633129,2026-02-27 20:53:39.913726,11.076043368815574
ORD_000094,98,2026-02-18 03:52:13.702736,8,8,2026-02-18 03:55:12.930796,4.439345164615545,2026-02-18 04:12:15.824391,2026-02-18 04:07:49.463681,15.596015749914251
ORD_000095,44,2026-02-28 00:33:32.371475,11,18,2026-02-28 00:47:59.744694,3.4197564898625767,2026-02-28 00:58:20.940746,2026-02-28 00:54:55.755357,21.38973136541855
ORD_000096,83,2026-02-21 18:14:55.416068,4,15,2026-02-21 18:29:11.782353,5.321719578317697,2026-02-21 18:29:26.212037,2026-02-21 18:24:06.908862,9.191546569867848
ORD_000097,47,2026-01-31 21:36:24.430466,16,22,2026-01-31 21:40:54.657708,5.343364323453412,2026-01-31 22:03:38.103199,2026-01-31 21:58:17.501340,21.88451455892948
ORD_000098,72,2026-03-01 01:30:49.223447,17,30,2026-03-01 01:40:34.313952,2.590008174753284,2026-03-01 02:07:27.271176,2026-03-01 02:04:51.870686,34.044120641994766
ORD_000099,99,2026-02-16 06:55:20.660940,2,36,2026-02-16 07:04:20.614102,3.4636518816710056,2026-02-16 07:11:13.784222,2026-02-16 07:07:45.965109,12.421736143768761
ORD_000100,86,2026-02-09 04:12:45.129843,15,44,2026-02-09 04:27:43.518449,5.7186415496565335,2026-02-09 04:38:58.278771,2026-02-09 04:33:15.160278,20.50050724262692
ORD_000101,29,2026-02-22 09:42:40.503164,20,43,2026-02-22 09:47:46.749338,5.071029706358492,2026-02-22 10:19:59.610683,2026-02-22 10:14:55.348901,32.247428949552166
ORD_000102,3,2026-02-13 07:16:52.182710,17,3,2026-02-13 07:20:17.567437,2.755537067468725,2026-02-13 07:47:38.280635,2026-02-13 07:44:52.948411,28.012761682775718
ORD_000103,88,2026-02-03 16:14:18.092102,4,36,2026-02-03 16:29:11.203630,1.736187327594968,2026-02-03 16:29:46.472760,2026-02-03 16:28:02.301520,13.736823625513384
ORD_000104,59,2026-02-11 20:56:05.743662,20,50,2026-02-11 21:08:13.819551,3.44629085029735,2026-02-11 21:20:41.027402,2026-02-11 21:17:14.249951,21.14177148762127
ORD_000105,6,2026-02-23 15:21:29.468907,16,8,2026-02-23 15:32:32.364989,5.046168799310302,2026-02-23 15:59:20.868317,2026-02-23 15:54:18.098189,32.81048804156589
ORD_000106,88,2026-02-26 08:57:52.219701,12,46,2026-02-26 09:03:25.128013,4.3275184565063345,2026-02-26 09:23:50.706824,2026-02-26 09:19:31.055717,21.647266926561066
ORD_000107,29,2026-02-26 14:31:24.939786,11,41,2026-02-26 14:38:15.636829,3.7861805016018604,2026-02-26 14:55:15.358371,2026-02-26 14:51:28.187541,20.05412924332924
ORD_000108,72,2026-02-19 21:46:27.975842,17,5,2026-02-19 21:57:04.423210,5.003223042562147,2026-02-19 22:13:27.363426,2026-02-19 22:08:27.170043,21.986570020720475
ORD_000109,40,2026-02-16 05:25:30.120539,5,23,2026-02-16 05:36:20.630341,4.543522862230784,2026-02-16 05:46:27.953130,2026-02-16 05:41:55.341758,16.420353643721498
ORD_000110,63,2026-02-20 03:30:14.361355,4,42,2026-02-20 03:32:15.235042,5.354250760045859,2026-02-20 03:48:10.695895,2026-02-20 03:42:49.440849,12.584658227227376
ORD_000111,2,2026-02-24 11:00:18.628782,6,1,2026-02-24 11:10:33.153230,2.684192398320034,2026-02-24 11:16:10.842508,2026-02-24 11:13:29.790964,13.186036372986187
ORD_000112,88,2026-02-23 16:13:16.654498,18,29,2026-02-23 16:25:04.539589,4.071683507864691,2026-02-23 16:38:31.166987,2026-02-23 16:34:26.865977,21.170191316114632
ORD_000113,22,2026-02-27 19:00:11.192643,17,3,2026-02-27 19:10:15.506747,3.7334718203422406,2026-02-27 19:31:13.781913,2026-02-27 19:27:29.773604,27.30968268999762
ORD_000114,82,2026-02-26 02:33:34.475803,11,35,2026-02-26 02:40:24.505956,5.301773852598384,2026-02-26 02:57:53.666957,2026-02-26 02:52:35.560526,19.01807872438468
ORD_000115,32,2026-02-22 18:46:54.374816,1,45,2026-02-22 18:59:49.533604,2.3473376588232733,2026-02-22 19:00:38.274287,2026-02-22 18:58:17.434027,11.384320187129422
ORD_000116,47,2026-02-20 01:21:25.587211,2,16,2026-02-20 01:35:57.913179,4.751094200434178,2026-02-20 01:37:55.080966,2026-02-20 01:33:10.015314,11.740468383363188
ORD_000117,19,2026-02-08 04:44:23.100590,0,37,2026-02-08 04:51:49.967069,2.3594040735298685,2026-02-08 04:53:02.555961,2026-02-08 04:50:40.991717,6.298185457055741
ORD_000118,72,2026-02-03 23:14:06.368876,20,7,2026-02-03 23:16:31.739296,4.189555775795766,2026-02-03 23:55:19.885381,2026-02-03 23:51:08.512034,37.0357193052931
ORD_000119,60,2026-02-28 04:44:54.469378,14,24,2026-02-28 04:49:50.390689,4.9367332356385205,2026-02-28 05:07:22.502761,2026-02-28 05:02:26.298767,17.530489822207514
ORD_000120,60,2026-02-01 11:53:13.521343,20,1,2026-02-01 12:00:19.666317,3.277093027985992,2026-02-01 12:21:08.621145,2026-02-01 12:17:51.995563,24.641237002064663
ORD_000121,95,2026-02-21 07:12:57.764199,0,37,2026-02-21 07:22:23.069710,1.629526601415832,2026-02-21 07:22:53.408879,2026-02-21 07:21:15.637283,8.297884737044168
ORD_000122,79,2026-02-14 13:43:28.376510,19,32,2026-02-14 13:50:01.865516,2.230598562367188,2026-02-14 14:03:36.251732,2026-02-14 14:01:22.415818,17.900655134294166
ORD_000123,33,2026-02-24 01:55:36.073596,6,1,2026-02-24 02:06:18.974254,2.0409960237462794,2026-02-24 02:13:34.398890,2026-02-24 02:11:31.939129,15.931092210163204
ORD_000124,75,2026-02-03 14:38:13.301630,8,5,2026-02-03 14:48:21.039265,5.503436005341895,2026-02-03 15:01:27.337557,2026-02-03 14:55:57.131397,17.730496109754213
ORD_000125,84,2026-02-09 23:38:57.416218,6,10,2026-02-09 23:47:48.010294,4.832949894151692,2026-02-09 23:59:09.217089,2026-02-09 23:54:19.240095,15.363731284088395
ORD_000126,14,2026-02-01 11:54:40.960799,11,12,2026-02-01 12:08:00.990367,4.063785197508153,2026-02-01 12:17:42.550115,2026-02-01 12:13:38.723003,18.962703396774113
ORD_000127,53,2026-02-19 05:54:56.291319,17,5,2026-02-19 05:57:52.606078,5.703051663738534,2026-02-19 06:19:21.919522,2026-02-19 06:13:39.736422,18.724085052990784
ORD_000128,63,2026-02-05 22:26:11.617868,16,29,2026-02-05 22:38:10.442501,6.057071191795166,2026-02-05 22:57:28.572658,2026-02-05 22:51:25.148386,25.22550863073378
ORD_000129,60,2026-02-01 01:22:36.172725,8,35,2026-02-01 01:33:07.080009,5.792076074866495,2026-02-01 01:43:43.530000,2026-02-01 01:37:56.005436,15.330545184471518
ORD_000130,58,2026-02-26 13:38:48.632288,12,17,2026-02-26 13:43:08.785113,5.493324942121661,2026-02-26 14:08:03.736288,2026-02-26 14:02:34.136791,23.758408380428925
ORD_000131,44,2026-02-10 16:26:35.248642,4,4,2026-02-10 16:36:07.192263,3.3479118527822225,2026-02-10 16:38:37.790100,2026-02-10 16:35:16.915389,8.694445789019666
ORD_000132,84,2026-02-16 22:32:18.696830,1,34,2026-02-16 22:40:12.652672,5.152536121179536,2026-02-16 22:45:38.257256,2026-02-16 22:40:29.105089,8.173470984307372
ORD_000133,11,2026-02-25 22:34:07.996975,15,9,2026-02-25 22:48:27.891992,4.278948772423857,2026-02-25 23:02:52.202454,2026-02-25 22:58:35.465528,24.45780921764302
ORD_000134,57,2026-02-04 03:58:56.552886,10,36,2026-02-04 04:12:10.641505,4.270624029680373,2026-02-04 04:21:44.782501,2026-02-04 04:17:28.545059,18.533202884221726
ORD_000135,6,2026-02-05 06:34:51.898850,17,13,2026-02-05 06:40:58.500612,5.918022637845554,2026-02-05 07:03:20.189267,2026-02-05 06:57:25.107909,22.55348431092462
ORD_000136,51,2026-01-31 09:10:55.330541,20,49,2026-01-31 09:18:50.027628,6.697940623990756,2026-01-31 09:37:49.391675,2026-01-31 09:31:07.515238,20.20307828811095
ORD_000137,43,2026-02-14 07:39:49.035197,19,22,2026-02-14 07:54:25.566593,5.915863813054321,2026-02-14 08:04:21.403087,2026-02-14 07:58:26.451258,18.62360101918432
ORD_000138,1,2026-02-21 01:38:04.182374,5,4,2026-02-21 01:50:52.266583,2.463191988371665,2026-02-21 01:53:55.228601,2026-02-21 01:51:27.437082,13.387578461472014
ORD_000139,47,2026-02-16 03:15:27.532565,7,24,2026-02-16 03:25:55.494287,2.7039551662513923,2026-02-16 03:36:07.411149,2026-02-16 03:33:25.173839,17.960687899656904
ORD_000140,90,2026-02-09 14:29:07.008079,5,8,2026-02-09 14:32:32.113592,2.7578378731372157,2026-02-09 14:48:00.270132,2026-02-09 14:45:14.799860,16.129863011717873
ORD_000141,98,2026-02-11 10:31:09.006198,5,18,2026-02-11 10:34:42.769261,5.459190271355896,2026-02-11 10:51:21.889317,2026-02-11 10:45:54.337901,14.755528376869387
ORD_000142,54,2026-02-18 18:54:15.281003,0,11,2026-02-18 19:03:20.916776,2.30745157759185,2026-02-18 19:06:21.657772,2026-02-18 19:04:03.210677,9.798827904031736
ORD_000143,35,2026-02-05 21:04:48.628999,2,7,2026-02-05 21:13:33.512791,4.311838433111739,2026-02-05 21:15:12.250499,2026-02-05 21:10:53.540193,6.081853228682433
ORD_000144,70,2026-02-27 05:28:12.083976,11,4,2026-02-27 05:40:46.212852,5.522108745859383,2026-02-27 05:57:15.405380,2026-02-27 05:51:44.078855,23.53324798282829
ORD_000145,43,2026-01-30 17:30:55.699579,15,46,2026-01-30 17:39:09.462498,4.053982702560507,2026-01-30 17:59:47.112995,2026-01-30 17:55:43.874033,24.80290756539957
ORD_000146,19,2026-02-02 12:22:23.734653,15,45,2026-02-02 12:33:42.332179,5.1397544661680765,2026-02-02 12:49:47.577839,2026-02-02 12:44:39.192571,22.25763196995166
ORD_000147,49,2026-03-01 02:41:15.680880,10,6,2026-03-01 02:50:38.184411,2.5386490511081172,2026-03-01 03:02:42.793368,2026-03-01 03:00:10.474425,18.91322574844213
ORD_000148,42,2026-02-26 22:39:35.248788,6,0,2026-02-26 22:51:54.368991,5.099381660400724,2026-02-26 22:58:12.504038,2026-02-26 22:53:06.541138,13.521539173789044
