StoreID,OrderTime,ArrivalTime,PickupTime,ObservedPrepTime,ReconstructedPrepTime
56,2026-02-14 01:00:52.089410,2026-02-14 01:11:47.507629,2026-02-14 01:16:22.357270,13.47784326215275,9.441733216321452
18,2026-02-15 05:47:21.892670,2026-02-15 05:54:19.810063,2026-02-15 05:56:38.409428,6.821917252819007,5.373395935519735
44,2026-02-21 20:33:47.059501,2026-02-21 20:42:41.301857,2026-02-21 20:46:01.509733,8.009723453426304,12.163302704545156
86,2026-02-10 20:17:34.730846,2026-02-10 20:24:06.775029,2026-02-10 20:26:32.238243,2.385670519247432,7.923336033437902
70,2026-02-10 18:51:28.152760,2026-02-10 19:00:44.773283,2026-02-10 19:02:29.549369,7.325081009724826,8.546320641443263
62,2026-02-04 23:09:02.631440,2026-02-04 23:21:51.750913,2026-02-04 23:26:08.757667,13.25427005889047,15.51140471299254
66,2026-02-11 22:07:16.124305,2026-02-11 22:17:33.652481,2026-02-11 22:20:15.757226,8.598465250674488,8.789066175040112
97,2026-02-06 13:53:42.001232,2026-02-06 14:09:52.318201,2026-02-06 14:13:14.850144,13.544853262786797,15.875005034736551
6,2026-02-18 23:07:41.162229,2026-02-18 23:17:03.043489,2026-02-18 23:19:04.157246,12.383566096916983,8.499349864988938
73,2026-02-05 19:02:59.079386,2026-02-05 19:14:42.741239,2026-02-05 19:19:27.942949,11.118561384226883,12.284416352412824
76,2026-02-16 21:25:47.156998,2026-02-16 21:34:45.721065,2026-02-16 21:38:45.841527,10.71397810142822,9.72200545755772
60,2026-02-24 02:56:04.110587,2026-02-24 03:08:17.403276,2026-02-24 03:12:33.387141,13.303880084591388,11.816239832554796
39,2026-02-06 21:11:37.489196,2026-02-06 21:26:45.614834,2026-02-06 21:29:10.901822,21.12957593216706,12.766146169337086
66,2026-02-11 23:35:44.673072,2026-02-11 23:45:59.327548,2026-02-11 23:50:09.893593,11.951051284047722,8.932031190021743
29,2026-02-13 14:12:32.617120,2026-02-13 14:27:49.368148,2026-02-13 14:31:56.225413,17.763644265429807,16.794026235833982
33,2026-02-27 14:53:18.339887,2026-02-27 15:13:13.714615,2026-02-27 15:17:25.065503,18.392862932298947,19.518099725923133
5,2026-02-14 04:43:00.558876,2026-02-14 04:51:20.129345,2026-02-14 04:55:12.012323,12.317490177553402,11.32515029712086
27,2026-02-18 15:26:58.821628,2026-02-18 15:42:13.081667,2026-02-18 15:45:39.830684,8.263508327120093,15.508463574185443
60,2026-02-11 07:19:21.854916,2026-02-11 07:43:50.875613,2026-02-11 07:45:07.416782,22.67573486981706,26.436452037973147
51,2026-02-06 04:02:40.110735,2026-02-06 04:23:38.961567,2026-02-06 04:25:59.408905,22.55270519381947,20.098716953024258
52,2026-02-04 23:00:39.947675,2026-02-04 23:07:05.726853,2026-02-04 23:11:46.155987,1.7624030396438028,2.252699500085538
43,2026-02-27 07:09:12.756714,2026-02-27 07:20:18.088335,2026-02-27 07:22:09.131723,8.994212262964481,9.728505106697906
49,2026-02-22 21:27:27.178036,2026-02-22 21:33:05.019787,2026-02-22 21:34:21.118142,13.350775266791224,5.719523508063377
87,2026-02-15 14:13:34.870266,2026-02-15 14:20:17.569208,2026-02-15 14:22:28.139931,11.107818307362614,7.1663075399561995
47,2026-02-12 19:58:32.974079,2026-02-12 20:12:08.673616,2026-02-12 20:14:28.920691,12.525396009470755,13.952436672485158
55,2026-01-31 10:32:47.676856,2026-01-31 10:41:42.678254,2026-01-31 10:45:20.820000,8.707920496151864,9.644663959731574
65,2026-02-12 09:22:31.940801,2026-02-12 09:29:01.149108,2026-02-12 09:32:17.815552,1.3612952708029091,8.002322613920798
51,2026-02-09 09:00:55.975826,2026-02-09 09:08:10.245231,2026-02-09 09:11:50.585664,8.570613350911245,6.696374167724505
85,2026-02-16 16:19:51.275378,2026-02-16 16:29:28.218199,2026-02-16 16:30:57.684653,11.68222842640215,10.315887510701089
19,2026-02-11 06:48:18.072523,2026-02-11 07:04:55.715617,2026-02-11 07:07:00.050891,14.178468666398937,18.601034655986712
5,2026-02-18 01:35:55.537407,2026-02-18 01:44:31.303508,2026-02-18 01:47:47.089897,7.531004705053917,8.982311539868077
59,2026-02-01 13:26:06.013536,2026-02-01 13:34:15.783572,2026-02-01 13:35:49.229030,3.0323287480250976,6.1405557928364045
4,2026-02-24 07:51:23.493710,2026-02-24 08:08:06.277781,2026-02-24 08:12:21.890844,17.07500952485445,18.68120577149453
41,2026-02-20 10:05:20.768349,2026-02-20 10:21:45.433988,2026-02-20 10:23:27.523095,19.35916693627346,18.909305651130786
45,2026-02-03 15:34:01.069510,2026-02-03 15:49:58.106959,2026-02-03 15:51:42.355980,17.065405645310406,15.773027303031482
53,2026-02-10 20:33:04.449002,2026-02-10 20:44:40.096638,2026-02-10 20:47:34.348735,8.942793902524285,12.455077707919603
24,2026-01-31 08:36:35.966300,2026-01-31 08:38:58.072350,2026-01-31 08:40:10.414545,4.1911347626072875,0.5
62,2026-01-31 09:13:36.684290,2026-01-31 09:23:47.466339,2026-01-31 09:27:11.054993,6.192263342486168,12.662168387575594
25,2026-02-20 23:38:28.369453,2026-02-20 23:53:46.709422,2026-02-20 23:56:13.343157,17.171096034267304,12.95032906778003
44,2026-02-04 00:16:08.332070,2026-02-04 00:30:57.455182,2026-02-04 00:34:51.239981,14.953019134209677,16.745518083825807
80,2026-02-03 11:17:46.435060,2026-02-03 11:28:35.968847,2026-02-03 11:29:44.115882,13.28101732699984,11.026334604453222
7,2026-02-19 08:25:56.421507,2026-02-19 08:49:41.427619,2026-02-19 08:54:00.367333,23.50885454637195,23.051926593892848
17,2026-02-09 07:50:09.265209,2026-02-09 08:03:59.077927,2026-02-09 08:06:44.925646,14.069185533433508,15.35018601493378
87,2026-02-26 22:05:08.159386,2026-02-26 22:21:16.155486,2026-02-26 22:23:12.065760,11.67658721053605,16.533843728450854
55,2026-02-14 08:20:31.521777,2026-02-14 08:26:57.359298,2026-02-14 08:28:14.166427,8.353336890921176,6.172755286085831
46,2026-02-17 21:47:02.786142,2026-02-17 21:59:07.874438,2026-02-17 22:03:04.894190,13.026390816056212,9.562074437945965
94,2026-02-28 15:05:03.459325,2026-02-28 15:12:40.463433,2026-02-28 15:14:47.007188,9.618353407189844,10.037689857685496
53,2026-01-30 03:16:56.847032,2026-01-30 03:30:11.875196,2026-01-30 03:33:39.093929,12.60850286084015,13.176273829038028
25,2026-02-06 19:56:07.537276,2026-02-06 20:09:58.528321,2026-02-06 20:11:27.409624,15.704272533079335,13.094294026227578
98,2026-02-17 15:16:56.375631,2026-02-17 15:38:03.380196,2026-02-17 15:41:26.725973,24.6992886386093,21.261560646264254
61,2026-02-20 20:58:30.569632,2026-02-20 21:10:21.131499,2026-02-20 21:13:50.636471,11.581371257503354,13.260812637556223
89,2026-02-10 19:52:13.120570,2026-02-10 19:59:21.482360,2026-02-10 20:02:58.740435,5.976258492448161,7.568161258343471
5,2026-02-06 20:36:09.500531,2026-02-06 20:42:52.513439,2026-02-06 20:46:00.338044,6.010511640552988,6.870075188473621
37,2026-02-21 21:46:44.463430,2026-02-21 21:47:49.279943,2026-02-21 21:50:12.754153,0.5,2.888717332296512
98,2026-02-12 00:26:25.765689,2026-02-12 00:41:29.357729,2026-02-12 00:43:07.119487,13.924988689946488,15.880036371805437
48,2026-02-07 02:35:58.092875,2026-02-07 02:54:00.806904,2026-02-07 02:56:21.235429,19.991363486903023,17.794556703658813
30,2026-02-01 22:25:02.308847,2026-02-01 22:39:22.522587,2026-02-01 22:40:42.706161,11.99060860961071,13.41436864841842
27,2026-01-30 03:05:29.617938,2026-01-30 03:17:56.062024,2026-01-30 03:21:05.966003,13.081626038244927,12.8406055850018
96,2026-02-03 14:24:36.080358,2026-02-03 14:32:49.170765,2026-02-03 14:36:54.175751,6.551533257120894,8.955863038660576
68,2026-02-19 11:01:09.246161,2026-02-19 11:10:23.703845,2026-02-19 11:14:25.687012,4.671400680417056,8.402578623860997
7,2026-02-26 09:44:31.194767,2026-02-26 09:57:14.755092,2026-02-26 10:02:01.387964,12.387030078400683,10.888602848721513
99,2026-02-15 11:47:00.614960,2026-02-15 12:05:53.984201,2026-02-15 12:10:40.452022,22.821118831109604,18.555868189349617
80,2026-02-02 12:15:40.952678,2026-02-02 12:27:22.244782,2026-02-02 12:31:16.106223,8.338444316913147,9.93118721507823
34,2026-02-22 18:31:35.502606,2026-02-22 18:43:36.700758,2026-02-22 18:47:41.722001,15.371856691392411,12.534057216194583
46,2026-02-13 06:25:31.024161,2026-02-13 06:39:28.517588,2026-02-13 06:40:28.813228,13.473346546845274,11.946311776705258
71,2026-02-24 18:07:18.466023,2026-02-24 18:14:34.463684,2026-02-24 18:18:45.877868,7.223760596347379,4.879520719272853
11,2026-01-30 12:23:10.264728,2026-01-30 12:36:36.710535,2026-01-30 12:40:29.963566,14.426249556552442,13.332338229057356
11,2026-02-07 11:40:45.256299,2026-02-07 11:49:24.844237,2026-02-07 11:52:53.201613,8.516664906068646,8.654395165858734
20,2026-02-18 00:57:28.407762,2026-02-18 01:07:25.033001,2026-02-18 01:08:44.835049,13.013177600873735,10.0811325948527
77,2026-02-26 10:36:23.244593,2026-02-26 10:45:56.432738,2026-02-26 10:47:21.529020,11.42306517723268,8.812941532722846
75,2026-02-24 13:45:41.205986,2026-02-24 13:58:16.819375,2026-02-24 14:03:01.267811,7.99231031419654,13.885247994763949
72,2026-02-06 23:19:30.245846,2026-02-06 23:33:38.551368,2026-02-06 23:36:44.888007,14.731224176050864,17.251316670911564
14,2026-02-26 16:29:13.546843,2026-02-26 16:34:39.516323,2026-02-26 16:39:33.723984,4.471782736690817,6.069073580876652
100,2026-02-05 23:54:15.190212,2026-02-05 23:59:23.119526,2026-02-06 00:00:42.685883,8.727490087050931,4.397606016763406
35,2026-02-22 03:51:48.702810,2026-02-22 04:07:46.062371,2026-02-22 04:11:16.965927,19.34975105619783,15.54387144224299
92,2026-02-17 01:51:27.484401,2026-02-17 01:55:56.002495,2026-02-17 02:00:25.624072,10.480512878198276,4.317213682451881
34,2026-02-04 18:03:37.876284,2026-02-04 18:22:05.690277,2026-02-04 18:24:57.485351,14.631905152807363,16.140396816808295
21,2026-02-07 01:42:36.478296,2026-02-07 01:58:58.231922,2026-02-07 02:00:57.567380,14.347690332283925,16.32422932961091
60,2026-02-16 10:51:50.819442,2026-02-16 11:07:50.068254,2026-02-16 11:10:04.983788,16.79213062638522,14.917055367940986
28,2026-02-20 19:05:28.975039,2026-02-20 19:13:26.428614,2026-02-20 19:17:45.360622,7.140371669148149,4.814823296627598
1,2026-02-15 03:00:27.169893,2026-02-15 03:15:06.629938,2026-02-15 03:18:31.959096,10.768162113125406,12.38877416430967
47,2026-02-08 19:22:43.437183,2026-02-08 19:43:07.115378,2026-02-08 19:45:11.855285,21.111004055380487,20.006073359569893
2,2026-02-25 06:37:22.833915,2026-02-25 06:43:52.383212,2026-02-25 06:45:13.636552,4.62087770013573,5.687380477803828
33,2026-02-13 22:30:08.361330,2026-02-13 22:40:04.950649,2026-02-13 22:43:08.693696,11.30075999499655,9.742785557574722
50,2026-02-18 09:13:29.072255,2026-02-18 09:21:14.611070,2026-02-18 09:22:59.814850,5.56092768125434,8.517120974964424
8,2026-02-24 06:38:30.099068,2026-02-24 06:52:37.077086,2026-02-24 06:57:04.583207,14.035917256902199,15.119002491102854
76,2026-02-25 00:10:40.133366,2026-02-25 00:26:56.941083,2026-02-25 00:29:20.598763,18.7976832120268,19.003187636118223
66,2026-01-30 03:58:26.983185,2026-01-30 04:15:07.040712,2026-01-30 04:19:37.884447,17.933387711914705,19.08819235279682
4,2026-02-08 08:39:12.935789,2026-02-08 08:57:16.225460,2026-02-08 08:58:45.075633,21.924097431300023,17.662727958741215
54,2026-02-09 09:29:39.226883,2026-02-09 09:39:28.860058,2026-02-09 09:42:39.824911,13.041422310887853,13.145506543843716
35,2026-02-22 07:19:05.878901,2026-02-22 07:35:18.654910,2026-02-22 07:37:49.803497,14.148482447653908,19.591587191203544
26,2026-01-30 19:18:45.193917,2026-01-30 19:34:51.707001,2026-01-30 19:38:03.566418,16.62146431022885,12.483873747705456
46,2026-02-06 16:43:40.619806,2026-02-06 16:47:28.011558,2026-02-06 16:52:10.499849,3.0318054657426927,4.377989324296888
15,2026-02-22 19:15:27.953654,2026-02-22 19:22:45.266620,2026-02-22 19:25:53.009071,14.32969188981657,8.072177359622223
8,2026-02-19 05:55:10.485710,2026-02-19 06:07:38.311078,2026-02-19 06:09:21.786922,9.51629395327425,12.126806408893643
95,2026-02-02 14:44:06.058004,2026-02-02 14:49:51.543558,2026-02-02 14:51:12.432909,7.343068873962428,5.542323914963636
54,2026-02-12 15:30:14.840744,2026-02-12 15:48:27.093744,2026-02-12 15:52:59.303295,21.82267685043256,18.78017399224108
9,2026-02-04 17:41:42.069766,2026-02-04 17:49:09.387052,2026-02-04 17:51:21.881572,8.251499583574475,5.027971906459122
24,2026-02-04 02:15:25.582240,2026-02-04 02:26:17.862565,2026-02-04 02:29:38.648596,8.365297586243168,14.089062437682522
47,2026-02-21 06:28:38.213586,2026-02-21 06:38:58.258037,2026-02-21 06:42:31.368627,7.520734681593595,9.283550972016396
73,2026-02-16 20:59:21.784235,2026-02-16 21:12:56.601126,2026-02-16 21:15:33.637630,14.82390695852911,12.42182547740003
39,2026-02-07 10:40:38.259846,2026-02-07 10:48:53.307840,2026-02-07 10:50:56.882747,11.388005296513768,8.504485974041382
97,2026-02-10 22:08:24.357779,2026-02-10 22:17:55.783001,2026-02-10 22:22:15.430148,6.456447559934735,12.643672584107817
60,2026-02-04 22:50:36.088882,2026-02-04 23:06:15.232711,2026-02-04 23:09:55.909580,22.005964994483243,13.893492260313597
87,2026-02-17 11:29:43.606290,2026-02-17 11:43:53.775471,2026-02-17 11:45:15.079646,16.774816887669175,11.475442875721573
69,2026-02-23 05:55:51.231912,2026-02-23 06:03:52.076419,2026-02-23 06:07:31.655233,5.302352189724187,6.910780200233907
84,2026-02-14 13:36:36.689724,2026-02-14 13:48:16.141332,2026-02-14 13:51:57.315358,9.397632120490131,12.841500211287704
84,2026-02-10 09:35:18.426904,2026-02-10 09:47:28.737314,2026-02-10 09:49:55.170052,13.919028044492897,10.565948657187306
85,2026-02-18 13:37:12.476354,2026-02-18 13:49:20.365246,2026-02-18 13:53:49.966045,12.711473529229362,11.987071566068018
6,2026-02-01 02:49:11.241779,2026-02-01 03:10:10.890591,2026-02-01 03:14:39.224197,20.697477899147817,22.372761583202898
6,2026-02-24 17:54:04.890362,2026-02-24 18:07:01.688371,2026-02-24 18:10:19.727575,15.083447951990001,13.126971933623686
54,2026-02-19 04:16:20.256154,2026-02-19 04:24:26.270648,2026-02-19 04:27:21.046814,10.895569861578679,6.9009331875035365
68,2026-02-24 04:16:28.714255,2026-02-24 04:32:40.410919,2026-02-24 04:35:41.884966,10.78771767419509,15.225150114889084
18,2026-02-20 00:17:32.918359,2026-02-20 00:18:32.918359,2026-02-20 00:20:18.946148,4.769309027035567,2.7159818788032446
89,2026-02-26 10:57:15.873662,2026-02-26 11:00:24.560798,2026-02-26 11:04:10.679520,1.3045776030766514,2.691081063967278
97,2026-02-12 22:00:16.117093,2026-02-12 22:18:20.288940,2026-02-12 22:19:51.659430,13.614836878985287,14.238649081982064
63,2026-02-15 12:11:35.686677,2026-02-15 12:22:55.262840,2026-02-15 12:26:59.896014,12.950657570745548,12.465002126585155
55,2026-02-16 05:31:33.583474,2026-02-16 05:35:33.901498,2026-02-16 05:36:36.810484,5.180712414066396,1.7869330446975638
85,2026-02-23 03:58:54.528338,2026-02-23 04:05:01.641690,2026-02-23 04:08:01.481810,8.566908183171442,4.156483092661817
55,2026-02-24 14:12:18.501541,2026-02-24 14:27:44.075891,2026-02-24 14:30:18.250384,17.025281402091323,16.944094132378023
42,2026-02-01 11:28:48.450850,2026-02-01 11:42:35.168000,2026-02-01 11:44:36.288949,11.961772552800815,16.51763374233181
10,2026-02-01 00:48:22.083416,2026-02-01 01:01:09.236276,2026-02-01 01:05:42.690096,12.493956437422439,10.521748133628375
87,2026-02-13 11:51:04.686971,2026-02-13 12:04:51.781004,2026-02-13 12:06:12.131088,13.097951973617397,13.919964814568065
43,2026-02-08 14:57:08.696659,2026-02-08 14:58:08.696659,2026-02-08 15:03:01.676649,1.5573024762603138,1.3536431986021074
83,2026-02-09 04:04:39.360593,2026-02-09 04:10:28.601437,2026-02-09 04:12:32.212580,9.377793198457073,6.899110700465682
38,2026-02-26 04:52:21.482398,2026-02-26 05:09:29.328648,2026-02-26 05:11:46.660369,14.489384933083828,18.57406985944372
36,2026-02-19 10:21:28.725994,2026-02-19 10:34:40.825500,2026-02-19 10:38:18.380366,15.43906219294848,14.091802199557684
11,2026-02-27 18:33:36.331380,2026-02-27 18:44:50.687853,2026-02-27 18:46:56.397767,4.850735327003024,9.56756080902613
84,2026-02-25 08:29:19.863911,2026-02-25 08:45:57.500590,2026-02-25 08:50:24.229389,19.20869845480477,15.752661831872127
12,2026-02-01 09:01:41.682283,2026-02-01 09:16:45.777882,2026-02-01 09:18:28.360787,17.27289334385563,16.062581888707296
86,2026-02-06 07:57:01.082772,2026-02-06 08:12:58.718267,2026-02-06 08:14:20.767280,16.92806373629124,14.937095644486547
50,2026-02-22 06:50:25.747548,2026-02-22 07:12:37.971297,2026-02-22 07:15:53.576575,25.430028334294434,19.35496456310612
29,2026-02-25 19:21:07.214927,2026-02-25 19:36:28.562319,2026-02-25 19:40:43.382851,15.974532496955803,13.548077171435798
5,2026-02-02 11:23:41.719653,2026-02-02 11:30:56.025082,2026-02-02 11:34:23.619860,10.472285506609612,8.377240321172088
66,2026-02-17 18:01:16.469580,2026-02-17 18:10:54.880205,2026-02-17 18:15:44.817840,7.285482143349256,10.612597733361765
20,2026-02-19 05:44:42.204714,2026-02-19 05:59:32.748490,2026-02-19 06:02:06.714658,13.64348771423527,15.179423359706908
85,2026-02-28 23:04:28.832469,2026-02-28 23:11:11.781170,2026-02-28 23:13:48.339680,5.467229675943767,4.9446385901586805
71,2026-02-14 02:59:34.225846,2026-02-14 03:10:06.307932,2026-02-14 03:14:19.505292,16.194545378099146,12.981095211725327
31,2026-02-28 04:28:00.903549,2026-02-28 04:40:12.313362,2026-02-28 04:45:07.985968,15.392961457522787,13.462657805649812
31,2026-02-03 22:07:40.567104,2026-02-03 22:13:39.406498,2026-02-03 22:17:51.734558,8.32813705486279,5.106701259311748
47,2026-01-29 07:30:15.140611,2026-01-29 07:42:25.169419,2026-01-29 07:43:53.570105,15.830247894443687,13.040293363070552
70,2026-01-29 17:09:53.398346,2026-01-29 17:28:39.962897,2026-01-29 17:32:00.717879,14.646001227645288,19.853061314433788
70,2026-02-13 08:31:22.830381,2026-02-13 08:48:52.318759,2026-02-13 08:53:14.382815,20.590364801235296,17.19905514713344
37,2026-02-14 08:00:44.941632,2026-02-14 08:18:22.675846,2026-02-14 08:23:04.105380,18.054409063251367,17.217561026240862
89,2026-01-31 10:17:29.811639,2026-01-31 10:21:03.301704,2026-01-31 10:25:40.802803,0.9242199890800373,2.3178472182899306
